split,baseline_val,baseline,weekly_val,daytype_val,holiday_val,weekly,daytype,holiday,weekly_daytype_val,weekly_holiday_val,daytype_holiday_val,weekly_daytype,weekly_holiday,daytype_holiday,all_three_val,all_three
1,2.3385159969329834,2.5326147079467773,2.3382885456085205,2.338824987411499,2.3433310985565186,2.5407819747924805,2.5290095806121826,2.5465707778930664,2.3351094722747803,2.3432698249816895,2.339348554611206,2.5257084369659424,2.520806074142456,2.5304527282714844,2.3350605964660645,2.5273873805999756
